,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
2948,[' 송중동'],2668,6150,1361,4131
2949,[' 송중동'],25640,18403,16659,11754
2950,[' 송중동'],25640,18403,16659,11754
2951,[' 송천동'],25640,18403,16659,11754
2952,[' 송중동'],25640,18403,16659,11754
2953,[' 송중동'],25640,18403,16659,11754
2954,[' 송중동'],25640,18403,16659,11754
2955,[' 수유동'],6317,4077,3426,1673
2956,[' 우이동'],576,177,94,125
2957,[' 우이동'],385,759,119,561
2958,[' 우이동'],385,759,119,561
2959,[' 우이동'],336,192,54,104
2960,[' 우이동'],822,1515,317,845
2961,[' 우이동'],822,1515,317,845
2962,[' 우이동'],636,279,121,105
2963,[' 우이동'],1759,3004,838,1977
2964,[' 우이동'],1759,3004,838,1977
2965,[' 우이동'],1759,3004,838,1977
2966,[' 우이동'],1759,3004,838,1977
2967,[' 우이동'],190,801,61,555
2968,[' 우이동'],190,801,61,555
2969,[' 인수동'],392,1199,159,776
2970,[' 인수동'],392,1199,159,776
2971,[' 인수동'],226,663,73,455
2972,[' 인수동'],226,663,73,455
2973,[' 수유동'],829,1329,376,761
2974,[' 수유동'],829,1329,376,761
2975,[' 수유동'],1402,2434,600,1657
2976,[' 수유동'],1402,2434,600,1657
2977,[' 수유동'],231,1424,147,1013
2978,[' 수유동'],566,201,236,82
2979,[' 수유동'],1118,2635,477,1582
2980,[' 수유동'],1118,2635,477,1582
2981,[' 수유동'],1845,4164,956,2374
2982,[' 수유동'],1845,4164,956,2374
2983,[' 수유3동'],1845,4164,956,2374
2984,[' 수유2동'],1845,4164,956,2374
2985,[' 수유3동'],1845,4164,956,2374
2986,[' 수유2동'],1845,4164,956,2374
2987,[' 인수동'],145,528,45,343
2988,[' 인수동'],145,528,45,343
2989,[' 인수동'],188,916,75,576
2990,[' 수유동'],188,916,75,576
2991,[' 인수동'],539,1259,194,757
2992,[' 인수동'],539,1259,194,757
2993,[' 인수동'],343,858,120,518
2994,[' 수유동'],343,858,120,518
2995,[' 수유동'],343,858,120,518
2996,[' 인수동'],243,626,141,407
2997,[' 수유동'],243,626,141,407
2998,[' 인수동'],316,668,132,403
2999,[' 인수동'],316,668,132,403
3000,[' 인수동'],738,1027,351,610
3001,[' 인수동'],738,1027,351,610
3002,[' 인수동'],1345,1338,764,859
3003,[' 수유동'],1345,1338,764,859
3004,[' 수유동'],4789,2822,2891,1567
3005,[' 수유동'],4789,2822,2891,1567
3006,[' 수유동'],4789,2822,2891,1567
3007,[' 번동'],311,894,169,533
3008,[' 번동'],311,894,169,533
3009,[' 번동'],437,943,169,595
3010,[' 번동'],437,943,169,595
3011,[' 번동'],387,794,237,457
3012,[' 번동'],387,794,237,457
3013,[' 번2동'],1241,573,496,227
3014,[' 번1동'],1241,573,496,227
3015,[' 수유1동'],443,1238,242,762
3016,[' 수유1동'],443,1238,242,762
3017,[' 수유동'],916,2702,319,1564
3018,[' 수유동'],916,2702,319,1564
3019,[' 수유1동'],916,2702,319,1564
3020,[' 삼양동'],1226,2203,570,1202
3021,[' 삼양동'],1226,2203,570,1202
3022,[' 송천동'],322,944,118,509
3023,[' 송천동'],322,944,118,509
3024,[' 삼양동'],679,1050,353,743
3025,[' 송천동'],679,1050,353,743
3026,[' 송천동'],3483,3973,1737,2441
3027,[' 송천동'],3483,3973,1737,2441
3028,[' 송천동'],3483,3973,1737,2441
3029,[' 송천동'],3483,3973,1737,2441
3030,[' 삼각산동'],546,3423,326,2162
3031,[' 송천동'],546,3423,326,2162
3032,[' 송천동'],428,998,238,620
3033,[' 송천동'],428,998,238,620
3034,[' 송천동'],796,1328,397,677
3035,[' 송천동'],796,1328,397,677
3036,[' 번2동'],270,533,123,331
3037,[' 번동'],270,533,123,331
3038,[' 번2동'],102,185,43,72
3039,[' 번2동'],76,57,28,19
3040,[' 번동'],65,757,47,591
3041,[' 번3동'],262,521,157,351
3042,[' 번3동'],262,521,157,351
3043,[' 번동'],123,642,49,396
3044,[' 번3동'],123,642,49,396
3045,[' 번동'],329,1571,118,584
3046,[' 번동'],329,1571,118,584
3047,[' 번동'],329,1571,118,584
3048,[' 장위1동'],56,384,30,139
3049,[' 송중동'],749,881,214,359
3050,[' 송중동'],749,881,214,359
3051,[' 월곡1동'],861,1172,415,636
3052,[' 우이동'],500,569,106,374
3053,[' 우이동'],500,569,106,374
3054,[' 우이동'],500,569,106,374
3055,[' 우이동'],500,569,106,374
3056,[' 우이동'],247,822,80,488
3057,[' 우이동'],247,822,80,488
3058,[' 수유2동'],213,205,65,80
3059,[' 수유2동'],213,205,65,80
3060,[' 번동'],59,428,30,333
3061,[' 수유3동'],647,536,491,409
3062,[' 수유3동'],647,536,491,409
3063,[' 수유동'],734,199,431,130
3064,[' 수유동'],734,199,431,130
3065,[' 번1동'],342,482,170,298
3066,[' 번1동'],642,733,321,464
3067,[' 번동'],642,733,321,464
3068,[' 번동'],198,689,64,467
3069,[' 번1동'],198,689,64,467
3070,[' 수유1동'],246,291,68,165
3071,[' 수유1동'],72,492,29,361
3072,[' 수유1동'],38,416,28,268
3073,[' 수유1동'],45,626,19,465
3074,[' 삼양동'],223,1465,95,993
3075,[' 삼양동'],223,1465,95,993
3076,[' 삼양동'],187,1904,79,1399
3077,[' 삼양동'],187,1904,79,1399
3078,[' 삼각산동'],357,116,132,92
3079,[' 삼양동'],1070,1099,460,583
3080,[' 삼각산동'],682,1020,371,721
3081,[' 삼양동'],682,1020,371,721
3082,[' 삼각산동'],337,199,140,135
3083,[' 삼양동'],737,1152,514,877
3084,[' 삼각산동'],274,1508,236,1088
3085,[' 삼각산동'],274,1508,236,1088
3086,['삼각산동'],50,775,32,579
3087,[' 삼각산동'],50,775,32,579
3088,[' 번2동'],33,190,23,135
3089,[' 번3동'],33,190,23,135
3090,[' 번2동'],200,2341,102,1573
3091,[' 번동'],200,2341,102,1573
3092,[' 번3동'],62,705,54,430
3093,[' 번3동'],62,705,54,430
3094,[' 번3동'],129,108,72,81
3095,[' 번2동'],129,108,72,81
3096,[' 번3동'],130,122,23,79
3097,[' 번2동'],130,122,23,79
3098,[' 번3동'],94,431,68,304
3099,[' 번2동'],94,431,68,304
3100,[' 번2동'],94,431,68,304
3101,[' 번3동'],94,431,68,304
3102,[' 송중동'],112,685,41,426
3103,[' 송중동'],112,685,41,426
3104,[' 송중동'],184,700,75,402
3105,[' 송중동'],184,700,75,402
3106,[' 송중동'],690,720,372,418
3107,[' 송중동'],690,720,372,418
3108,[' 번동'],4460,415,3107,249
3109,[' 미아동'],2,49,1,87
3110,[' 우이동'],466,777,94,487
3111,[' 우이동'],466,777,94,487
3112,[' 인수동'],132,57,42,28
3113,[' 번동'],680,806,365,436
3114,[' 번동'],680,806,365,436
3115,[' 송중동'],39,29,17,39
3116,[' 송중동'],216,80,131,29
3117,[' 삼각산동'],90,1042,17,613
3118,[' 삼각산동'],90,1042,17,613
3119,[' 삼각산동'],127,1078,67,651
3120,[' 삼각산동'],127,1078,67,651
3121,[' 송중동'],1423,1520,788,571
3122,[' 우이동'],10,101,16,71
3123,[' 우이동'],306,9,206,2
3124,[' 우이동'],10,4,1,1
3125,[' 번1동'],5,808,2,643
3126,[' 수유동'],18,75,2,39
3127,[' 삼각산동'],146,447,93,227
3128,[' 우이동'],0,131,1,69
3129,[' 삼각산동'],139,1604,69,1035
3130,[' 삼각산동'],139,1604,69,1035
3131,[' 삼각산동'],527,578,348,351
3132,[' 삼각산동'],527,578,348,351
3133,[' 송중동'],352,406,282,228
3134,[' 송중동'],352,406,282,228
3135,[' 송중동'],7690,667,4449,336
3136,[' 송중동'],7690,667,4449,336
3137,[' 삼각산동'],88,173,26,114
3138,[' 삼각산동'],88,173,26,114
3139,[' 우이동'],174,623,80,437
3140,[' 우이동'],174,623,80,437
3141,[' 번동'],232,548,82,190
3142,[' 우이동'],353,53,118,19
3143,[' 삼양동'],25,17,8,5
3144,[' 번2동'],1411,129,492,61
3145,[' 미아동'],31,352,16,256
3146,[' 수유1동'],19,63,6,45
3147,[' 수유1동'],19,63,6,45
3148,[' 수유동'],15,36,10,16
3149,[' 수유동'],15,36,10,16
3150,[' 수유동'],15,34,4,13
3151,[' 수유동'],15,34,4,13
3152,['우이동'],495,2445,299,1538
3153,[' 우이동'],495,2445,299,1538
3154,[' 쌍문동'],495,2445,299,1538
3155,[' 상계동'],495,2445,299,1538
3156,[' 홍제1동'],495,2445,299,1538
3157,[' 망원2동'],495,2445,299,1538
3158,[' 망원2동'],495,2445,299,1538
3159,[' 신수동'],495,2445,299,1538
3160,[' 대방동'],495,2445,299,1538
3161,[' 번동'],31,86,14,54
3162,[' 번2동'],31,86,14,54
3163,[' 미아동'],16,0,4,0
3164,[' 수유1동'],38,156,28,95
3165,[' 수유1동'],38,156,28,95
3166,[' 수유동'],13,104,2,74
3167,[' 수유동'],13,104,2,74
3168,[' 우이동'],29,126,3,101
3169,[' 우이동'],29,126,3,101
3170,[' 송중동'],40,189,22,117
3171,[' 송중동'],40,189,22,117
3172,[' 삼양동'],29,8,10,10
3173,[' 번동'],17,256,5,176
3174,[' 번동'],17,256,5,176
3175,[' 미아동'],37,520,11,401
3176,[' 번2동'],37,520,11,401
3177,[' 수유1동'],13,189,13,109
3178,[' 수유1동'],13,189,13,109
3179,[' 수유동'],7,107,0,76
3180,[' 수유동'],7,107,0,76
3181,[' 우이동'],17,234,6,151
3182,[' 우이동'],17,234,6,151
3183,[' 홍은2동'],17,234,6,151
3184,[' 홍은2동'],17,234,6,151
3185,[' 삼양동'],64,572,15,398
3186,[' 삼양동'],64,572,15,398
3187,[' 번2동'],25,557,6,559
3188,[' 번2동'],25,557,6,559
3189,[' 미아동'],349,3287,203,2261
3190,[' 번2동'],349,3287,203,2261
3191,[' 번2동'],349,3287,203,2261
3192,[' 번2동'],349,3287,203,2261
3193,[' 수유1동'],15,158,12,79
3194,[' 수유1동'],15,158,12,79
3195,[' 수유동'],0,94,9,32
3196,[' 수유동'],0,94,9,32
3197,[' 삼양동'],25,330,3,171
3198,[' 삼양동'],25,330,3,171
3199,[' 송중동'],110,726,55,474
3200,[' 송중동'],110,726,55,474
3201,[' 수유1동'],70,363,29,209
3202,[' 수유1동'],70,363,29,209
3203,[' 수유동'],44,377,11,280
3204,[' 수유동'],44,377,11,280
3205,[' 수유2동'],306,780,101,385
3206,[' 수유2동'],306,780,101,385
3207,[' 삼양동'],38,150,18,105
3208,[' 삼양동'],38,150,18,105
3209,[' 송중동'],22,15,10,14
3210,[' 수유1동'],19,203,8,168
3211,[' 수유1동'],19,203,8,168
3212,[' 수유동'],42,521,36,383
3213,[' 수유동'],42,521,36,383
3214,[' 인수동'],10,324,2,185
3215,[' 인수동'],10,324,2,185
3216,[' 삼양동'],13,15,5,0
3217,[' 수유1동'],282,478,126,352
3218,[' 수유1동'],282,478,126,352
3219,[' 삼양동'],47,7,18,4
3220,[' 송중동'],34,468,34,416
3221,[' 송중동'],34,468,34,416
3222,[' 인수동'],90,610,68,396
3223,[' 인수동'],90,610,68,396
3224,[' 삼양동'],45,14,21,7
3225,[' 송중동'],26,443,23,273
3226,[' 송중동'],26,443,23,273
3227,[' 수유동'],51,268,42,148
3228,[' 인수동'],18,227,4,143
3229,[' 인수동'],18,227,4,143
3230,[' 미아동'],14,25,6,9
3231,[' 송중동'],26,466,7,233
3232,[' 송중동'],26,466,7,233
3233,[' 수유동'],57,210,30,121
3234,[' 인수동'],57,210,30,121
3235,[' 수유동'],65,393,28,271
3236,[' 수유동'],65,393,28,271
3237,[' 번동'],104,852,51,613
3238,[' 번동'],104,852,51,613
3239,[' 번동'],104,852,51,613
3240,[' 미아동'],104,135,77,56
3241,[' 미아동'],104,135,77,56
3242,[' 번동'],99,463,60,354
3243,[' 번동'],99,463,60,354
3244,[' 송중동'],86,781,42,497
3245,[' 송중동'],86,781,42,497
3246,[' 수유동'],77,35,34,16
3247,[' 인수동'],101,373,25,265
3248,[' 인수동'],101,373,25,265
3249,[' 미아동'],3,191,3,53
3250,[' 송중동'],113,745,72,526
3251,[' 송중동'],113,745,72,526
3252,[' 수유동'],80,222,35,139
3253,[' 인수동'],305,244,246,173
3254,[' 인수동'],305,244,246,173
3255,[' 수유동'],119,247,35,177
3256,[' 수유3동'],119,247,35,177
3257,[' 송중동'],23,88,13,31
3258,[' 번동'],225,732,131,459
3259,[' 번3동'],225,732,131,459
3260,[' 미아동'],2564,82,1321,27
3261,[' 수유동'],233,522,95,331
3262,[' 수유동'],233,522,95,331
3263,[' 번동'],101,332,44,263
3264,[' 번동'],101,332,44,263
3265,[' 미아동'],478,26,228,5
3266,[' 송중동'],120,618,93,437
3267,[' 송중동'],120,618,93,437
3268,[' 번1동'],119,41,73,27
3269,[' 번3동'],198,389,113,251
3270,[' 번3동'],198,389,113,251
3271,[' 송중동'],8,686,1,458
3272,[' 갈현1동'],8,686,1,458
3273,[' 수유3동'],56,214,44,110
3274,[' 수유3동'],56,214,44,110
3275,[' 번3동'],355,1127,163,489
3276,[' 번3동'],355,1127,163,489
3277,[' 미아동'],74,92,69,60
3278,[' 송중동'],20,347,3,182
3279,[' 수유3동'],463,720,214,284
3280,[' 대림2동'],463,720,214,284
3281,[' 번2동'],121,407,53,241
3282,[' 번2동'],121,407,53,241
3283,[' 삼양동'],101,238,78,121
3284,[' 수유동'],14,161,6,55
3285,[' 번2동'],186,261,33,229
3286,[' 번2동'],186,261,33,229
3287,[' 삼양동'],567,136,242,68
3288,[' 송중동'],5,162,3,120
3289,[' 번2동'],78,541,36,403
3290,[' 번2동'],78,541,36,403
3291,[' 삼양동'],15,63,5,50
3292,[' 송중동'],24,546,3,382
3293,[' 번2동'],20,274,21,227
3294,[' 번동'],20,274,21,227
3295,[' 송중동'],17,81,3,78
3296,[' 번동'],83,307,86,281
3297,[' 번동'],83,307,86,281
3298,[' 송중동'],23,78,8,45
3299,[' 수유동'],31,18,15,8
3300,[' 번동'],29,237,11,186
3301,[' 번동'],29,237,11,186
3302,[' 번동'],203,220,54,156
3303,[' 번동'],203,220,54,156
3304,[' 수유동'],3,290,4,128
3305,[' 수유동'],2,347,1,219
3306,[' 수유동'],2,321,0,153
3307,[' 수유동'],1,96,3,43
3308,[' 번2동'],0,309,2,178
3309,[' 삼양동'],7,333,4,161
3310,[' 번3동'],7,1158,1,764
3311,[' 번동'],77,88,48,72
3312,[' 송중동'],16,93,114,61
3313,[' 번동'],243,37,89,23
3314,[' 번동'],7,94,1,56
3315,[' 송천동'],2,44,2,21
3316,[' 삼각산동'],921,241,422,91
3317,[' 사당3동'],921,241,422,91
3318,[' 송중동'],37,424,21,273
3319,[' 송중동'],37,424,21,273
3320,[' 송중동'],13,82,7,36
3321,[' 송중동'],13,82,7,36
3322,[' 송중동'],10,97,6,59
3323,[' 송중동'],10,97,6,59
3324,[' 미아동'],103,79,50,50
3325,[' 송중동'],103,79,50,50
3326,[' 미아동'],16,1,0,2
3327,[' 미아동'],2,12,6,7
3328,[' 미아동'],755,90,404,38
3329,[' 미아동'],1054,84,680,35
3330,[' 미아동'],240,156,113,109
3331,[' 미아동'],39,178,14,128
3332,[' 번1동'],285,76,211,41
3333,[' 미아동'],553,142,303,76
3334,"[' 도봉2동', ' 도봉1동']",5618,1660,3914,1029
3335,[' 도봉2동'],5618,1660,3914,1029
3336,[' 도봉2동'],5618,1660,3914,1029
3337,"[' 도봉2동', ' 도봉1동']",1233,2684,563,1811
3338,"[' 도봉2동', ' 도봉동']",1233,2684,563,1811
3339,"[' 도봉2동', ' 도봉1동']",1764,2604,896,1579
3340,"[' 도봉2동', ' 도봉동']",1764,2604,896,1579
3341,"[' 도봉2동', ' 도봉동']",1764,2604,896,1579
3342,"[' 도봉2동', ' 도봉동']",1764,2604,896,1579
3343,"[' 도봉2동', ' 도봉동']",709,1919,339,1194
3344,[' 도봉동'],709,1919,339,1194
3345,[' 방학동'],2967,4072,1362,2386
3346,[' 방학동'],2967,4072,1362,2386
3347,[' 쌍문2동'],1005,919,349,328
3348,[' 창동'],1005,919,349,328
3349,[' 쌍문2동'],1005,919,349,328
3350,[' 창동'],922,3470,518,2848
3351,[' 창동'],1268,650,903,370
3352,[' 창동'],1268,650,903,370
3353,[' 창동'],1268,650,903,370
3354,[' 쌍문2동'],1268,650,903,370
3355,[' 쌍문동'],26096,6980,17552,3797
3356,[' 창1동'],26096,6980,17552,3797
3357,[' 창1동'],26096,6980,17552,3797
3358,[' 쌍문동'],2039,4345,1253,3039
3359,[' 창동'],2039,4345,1253,3039
3360,[' 창동'],2039,4345,1253,3039
3361,[' 도봉동'],2258,2464,1139,1420
3362,[' 방학1동'],2258,2464,1139,1420
3363,"[' 도봉2동', ' 도봉1동']",108,178,4,73
3364,"[' 도봉2동', ' 도봉동']",108,178,4,73
3365,[' 창4동'],60,214,62,87
3366,[' 도봉2동'],127,290,71,157
3367,"[' 도봉2동', ' 도봉1동']",127,290,71,157
3368,[' 방학1동'],95,69,77,46
3369,[' 방학동'],179,574,43,272
3370,[' 방학동'],179,574,43,272
3371,[' 창동'],43,397,17,299
3372,[' 방학동'],1173,2270,585,1454
3373,[' 방학1동'],1173,2270,585,1454
3374,[' 방학1동'],1173,2270,585,1454
3375,[' 창동'],386,948,128,534
3376,[' 창5동'],386,948,128,534
3377,[' 쌍문동'],2266,1109,1304,404
3378,"[' 도봉2동', ' 도봉동']",199,464,75,343
3379,"[' 도봉2동', ' 도봉동']",199,464,75,343
3380,"[' 도봉2동', ' 도봉동']",183,599,61,399
3381,"[' 도봉2동', ' 도봉동']",183,599,61,399
3382,[' 도봉2동'],183,599,61,399
3383,[' 도봉2동'],183,599,61,399
3384,"[' 도봉2동', ' 방학1동']",1001,617,369,417
3385,"[' 도봉2동', ' 도봉동']",1001,617,369,417
3386,"[' 도봉2동', ' 방학1동']",1001,617,369,417
3387,[' 방학동'],527,611,156,383
3388,"[' 도봉2동', ' 방학1동']",527,611,156,383
3389,[' 창동'],257,1685,117,1143
3390,[' 창4동'],232,313,114,108
3391,[' 창동'],158,625,52,419
3392,[' 창동'],158,625,52,419
3393,[' 창동'],274,655,153,386
3394,[' 창동'],274,655,153,386
3395,[' 창동'],1468,1639,704,915
3396,[' 창동'],1468,1639,704,915
3397,[' 창동'],1468,1639,704,915
3398,[' 창동'],1468,1639,704,915
3399,[' 창동'],1406,324,701,185
3400,[' 창동'],194,290,113,179
3401,[' 창동'],194,290,113,179
3402,[' 창동'],136,520,56,275
3403,[' 창동'],136,520,56,275
3404,[' 창동'],74,384,38,200
3405,[' 창동'],74,384,38,200
3406,"[' 도봉2동', ' 도봉1동']",171,244,28,172
3407,"[' 도봉2동', ' 도봉1동']",171,244,28,172
3408,"[' 도봉2동', ' 도봉1동']",355,9,15,0
3409,"[' 도봉2동', ' 도봉1동']",6,634,5,436
3410,"[' 도봉2동', ' 도봉동']",340,742,227,368
3411,"[' 도봉2동', ' 도봉동']",340,742,227,368
3412,"[' 도봉2동', ' 도봉동']",340,742,227,368
3413,"[' 도봉2동', ' 도봉동']",61,265,25,189
3414,"[' 도봉2동', ' 도봉동']",61,265,25,189
3415,"[' 도봉2동', ' 도봉동']",25,349,19,252
3416,[' 도봉동'],452,551,161,284
3417,[' 도봉동'],452,551,161,284
3418,[' 방학동'],153,499,51,271
3419,[' 방학동'],153,499,51,271
3420,"[' 도봉2동', ' 도봉동']",153,499,51,271
3421,"[' 도봉2동', ' 도봉동']",153,499,51,271
3422,[' 방학동'],73,816,44,447
3423,[' 방학동'],73,816,44,447
3424,[' 방학동'],308,1270,88,767
3425,[' 방학동'],308,1270,88,767
3426,"['가동', ' 방학동']",28,347,9,243
3427,[' 방학1동'],107,346,101,280
3428,[' 방학2동'],107,346,101,280
3429,[' 방학1동'],238,458,200,432
3430,[' 방학1동'],238,458,200,432
3431,[' 쌍문동'],483,654,195,559
3432,[' 쌍문동'],483,654,195,559
3433,[' 방학동'],53,418,37,282
3434,[' 방학2동'],53,418,37,282
3435,[' 방학동'],269,741,149,498
3436,[' 방학동'],269,741,149,498
3437,[' 방학1동'],855,1957,333,1240
3438,[' 방학1동'],855,1957,333,1240
3439,[' 방학1동'],855,1957,333,1240
3440,[' 방학1동'],855,1957,333,1240
3441,[' 방학동'],409,205,67,82
3442,[' 방학동'],96,547,39,385
3443,[' 방학3동'],481,1199,198,762
3444,[' 방학3동'],481,1199,198,762
3445,"['12동', ' 방학동']",275,733,158,441
3446,[' 방학동'],275,733,158,441
3447,[' 방학3동'],754,1743,287,1258
3448,[' 방학3동'],754,1743,287,1258
3449,[' 방학3동'],1077,2008,376,1340
3450,[' 방학2동'],1077,2008,376,1340
3451,[' 방학동'],596,1659,283,749
3452,[' 방학동'],596,1659,283,749
3453,[' 방학동'],596,1659,283,749
3454,[' 방학동'],596,1659,283,749
3455,[' 방학동'],596,1659,283,749
3456,[' 쌍문동'],590,516,302,246
3457,[' 쌍문동'],590,516,302,246
3458,[' 쌍문1동'],49,373,19,303
3459,[' 쌍문1동'],49,373,19,303
3460,"['201동', ' 방학동']",348,1639,127,1170
3461,[' 방학동'],348,1639,127,1170
3462,[' 방학동'],153,96,49,53
3463,"['105동', ' 방학동']",41,1195,17,992
3464,[' 방학동'],461,1909,284,1232
3465,[' 방학동'],461,1909,284,1232
3466,[' 방학동'],461,1909,284,1232
3467,[' 방학동'],461,1909,284,1232
3468,"['201동', ' 쌍문동']",599,1177,200,770
3469,[' 쌍문동'],599,1177,200,770
3470,[' 쌍문동'],242,208,81,125
3471,[' 쌍문동'],203,2270,122,1539
3472,"['109동', ' 쌍문동']",611,237,194,82
3473,[' 쌍문동'],665,3057,272,2024
3474,[' 쌍문동'],1090,2569,589,1819
3475,[' 쌍문동'],1090,2569,589,1819
3476,[' 우이동'],144,763,107,516
3477,[' 쌍문1동'],506,958,189,702
3478,[' 쌍문동'],567,1509,295,1116
3479,[' 쌍문1동'],567,1509,295,1116
3480,[' 쌍문동'],567,1509,295,1116
3481,[' 쌍문동'],567,1509,295,1116
3482,[' 쌍문동'],268,786,155,509
3483,[' 쌍문동'],268,786,155,509
3484,[' 쌍문1동'],223,1331,107,819
3485,[' 쌍문1동'],223,1331,107,819
3486,[' 창동'],86,433,49,241
3487,[' 창5동'],45,52,24,25
3488,[' 창동'],141,239,72,136
3489,[' 창동'],141,239,72,136
3490,[' 창동'],5618,856,3259,274
3491,[' 창동'],5618,856,3259,274
3492,[' 창동'],149,163,68,67
3493,[' 창동'],149,163,68,67
3494,[' 창1동'],757,1117,451,569
3495,[' 창1동'],757,1117,451,569
3496,[' 창1동'],103,784,28,450
3497,[' 창1동'],103,784,28,450
3498,[' 창3동'],370,1653,163,940
3499,[' 창2동'],370,1653,163,940
3500,[' 창3동'],1013,2120,476,1321
3501,[' 창3동'],1013,2120,476,1321
3502,[' 창3동'],937,2442,635,1538
3503,[' 창2동'],937,2442,635,1538
3504,[' 창동'],386,973,147,701
3505,[' 창동'],386,973,147,701
3506,[' 창2동'],16,43,16,12
3507,[' 창1동'],53,36,17,18
3508,[' 창1동'],36,28,56,34
3509,[' 창1동'],17,27,7,11
3510,[' 창1동'],54,461,33,325
3511,[' 창2동'],54,461,33,325
3512,[' 창동'],117,437,66,330
3513,[' 창2동'],117,437,66,330
3514,[' 창동'],213,347,107,239
3515,[' 창동'],5841,1015,4044,514
3516,[' 창4동'],3500,2493,2415,1040
3517,[' 창1동'],3,44,2,30
3518,[' 창1동'],20,98,11,61
3519,[' 창1동'],20,98,11,61
3520,[' 창1동'],24,119,25,92
3521,[' 창1동'],24,119,25,92
3522,[' 쌍문4동'],1899,2935,237,1914
3523,[' 쌍문4동'],1899,2935,237,1914
3524,[' 창동'],299,1078,177,587
3525,[' 창동'],299,1078,177,587
3526,[' 창3동'],109,592,63,454
3527,[' 창3동'],94,458,62,336
3528,[' 창3동'],94,458,62,336
3529,[' 창동'],144,556,73,347
3530,[' 창동'],144,556,73,347
3531,[' 창동'],106,416,53,225
3532,[' 창동'],106,416,53,225
3533,"['1707동', ' 창동']",28,133,15,57
3534,[' 창4동'],28,133,15,57
3535,[' 방학1동'],74,51,38,21
3536,[' 방학2동'],74,51,38,21
3537,[' 방학1동'],37,30,17,16
3538,[' 방학2동'],37,30,17,16
