,동,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수
2287,[' 신내동'],7,48,2,13
2288,[' 신내동'],188,510,63,352
2289,[' 신내동'],188,510,63,352
2290,[' 신내동'],19,1685,17,1116
2291,[' 신내동'],190,14,59,6
2292,[' 신내동'],4,1042,1,693
2293,[' 신내동'],130,669,74,318
2294,[' 신내동'],130,669,74,318
2295,[' 신내동'],100,629,25,474
2296,[' 신내동'],100,629,25,474
2297,[' 신내1동'],191,0,41,0
2298,[' 신내동'],72,520,25,350
2299,[' 신내동'],72,520,25,350
2300,[' 면목동'],621,1260,410,870
2301,[' 면목동'],621,1260,410,870
2302,[' 묵동'],19,21,15,14
2303,[' 면목3·8동'],7,239,1,136
2304,[' 면목3·8동'],7,239,1,136
2305,[' 중화1동'],7,6,0,9
2306,[' 중화1동'],7,6,0,9
2307,[' 면목3·8동'],81,775,8,542
2308,[' 면목3·8동'],81,775,8,542
2309,[' 중화동'],0,5,0,4
2310,[' 중화1동'],0,5,0,4
2311,[' 중화1동'],0,2,0,2
2312,[' 중화1동'],0,2,0,2
2313,[' 면목3·8동'],36,460,1,304
2314,[' 면목3·8동'],36,460,1,304
2315,[' 중화2동'],1,2,0,1
2316,[' 중화2동'],1,2,0,1
2317,[' 면목3·8동'],48,98,2,59
2318,[' 면목3·8동'],48,98,2,59
2319,[' 면목3·8동'],55,2,7,0
2320,[' 면목동'],56,213,28,128
2321,[' 면목2동'],40,381,12,169
2322,[' 면목동'],21,42,2,17
2323,[' 면목동'],39,236,16,131
2324,[' 신내1동'],0,64,2,55
2325,"[' 길음2동', ' 하월곡동']",3903,4732,1664,2951
2326,[' 길음2동'],3903,4732,1664,2951
2327,[' 길음1동'],6882,9193,3690,6243
2328,[' 길음1동'],6882,9193,3690,6243
2329,[' 돈암1동'],3393,8851,1866,5733
2330,[' 돈암1동'],3393,8851,1866,5733
2331,[' 동선동'],21644,13717,14015,9151
2332,[' 동선동'],21644,13717,14015,9151
2333,[' 성북동'],3056,3068,1419,1483
2334,[' 삼선동'],8443,11049,5644,7386
2335,[' 월곡1동'],938,1384,679,794
2336,[' 월곡1동'],3399,3440,1931,2160
2337,[' 장위1동'],88,483,61,304
2338,[' 장위1동'],88,483,61,304
2339,[' 번3동'],55,791,27,510
2340,[' 번3동'],55,791,27,510
2341,[' 번3동'],1516,2781,694,1895
2342,[' 장위3동'],1516,2781,694,1895
2343,[' 장위3동'],1516,2781,694,1895
2344,[' 번동'],1516,2781,694,1895
2345,[' 번동'],1516,2781,694,1895
2346,[' 번2동'],1516,2781,694,1895
2347,[' 번2동'],1516,2781,694,1895
2348,[' 번3동'],245,1215,144,880
2349,['정릉3동'],1639,863,753,567
2350,[' 정릉3동'],1639,863,753,567
2351,[' 정릉3동'],908,245,249,90
2352,[' 정릉3동'],495,841,333,784
2353,[' 정릉3동'],501,1579,137,1148
2354,[' 정릉3동'],723,360,479,267
2355,[' 정릉3동'],213,1919,85,1455
2356,[' 정릉2동'],214,1127,83,696
2357,[' 정릉2동'],214,1127,83,696
2358,[' 정릉2동'],1904,2070,793,1027
2359,[' 정릉1동'],1904,2070,793,1027
2360,[' 정릉2동'],1904,2070,793,1027
2361,[' 정릉1동'],3766,4296,2103,2456
2362,[' 정릉1동'],3766,4296,2103,2456
2363,[' 정릉1동'],3766,4296,2103,2456
2364,[' 정릉1동'],1094,1023,402,557
2365,[' 정릉1동'],169,687,52,218
2366,[' 정릉1동'],3897,3061,1925,1797
2367,[' 길음1동'],12322,2635,7960,1515
2368,[' 길음2동'],12322,2635,7960,1515
2369,[' 길음2동'],12322,2635,7960,1515
2370,[' 길음1동'],12322,2635,7960,1515
2371,[' 길음1동'],12322,2635,7960,1515
2372,[' 돈암1동'],752,821,375,490
2373,[' 길음1동'],752,821,375,490
2374,[' 종암동'],82,531,26,252
2375,[' 종암동'],602,717,346,436
2376,[' 월곡1동'],602,717,346,436
2377,[' 종암동'],70,376,89,221
2378,[' 월곡2동'],861,377,480,258
2379,[' 월곡2동'],2473,1695,1555,1000
2380,[' 월곡2동'],2473,1695,1555,1000
2381,[' 월곡2동'],476,521,260,271
2382,[' 월곡2동'],122,503,78,335
2383,[' 월곡2동'],122,503,78,335
2384,[' 월곡2동'],268,262,144,154
2385,[' 월곡2동'],268,262,144,154
2386,[' 석관동'],926,838,555,541
2387,[' 석관동'],926,838,555,541
2388,[' 월곡2동'],926,838,555,541
2389,[' 석관동'],926,838,555,541
2390,[' 석관동'],707,1052,241,701
2391,[' 석관동'],707,1052,241,701
2392,[' 석관동'],5455,1737,3859,998
2393,[' 석관동'],5455,1737,3859,998
2394,[' 석관동'],5455,1737,3859,998
2395,[' 장위2동'],5455,1737,3859,998
2396,[' 석관동'],252,98,127,72
2397,[' 석관동'],266,422,98,278
2398,[' 석관동'],266,422,98,278
2399,[' 석관동'],266,422,98,278
2400,[' 석관동'],401,646,293,452
2401,[' 석관동'],6498,1262,4802,825
2402,[' 석관동'],6498,1262,4802,825
2403,[' 석관동'],6498,1262,4802,825
2404,[' 석관동'],6498,1262,4802,825
2405,[' 월계동'],6498,1262,4802,825
2406,[' 월계동'],6498,1262,4802,825
2407,[' 월곡1동'],2329,3772,1127,2283
2408,[' 월곡1동'],2329,3772,1127,2283
2409,[' 종암동'],5126,6510,2566,3651
2410,[' 종암동'],5126,6510,2566,3651
2411,[' 종암동'],3964,7266,2275,4553
2412,[' 종암동'],3964,7266,2275,4553
2413,[' 종암동'],1274,1544,726,807
2414,[' 종암동'],2370,5623,1597,3974
2415,[' 안암동'],966,1380,492,587
2416,[' 용신동'],191,249,90,167
2417,[' 정릉4동'],156,851,20,525
2418,[' 정릉4동'],156,851,20,525
2419,[' 정릉4동'],661,7,163,3
2420,[' 정릉4동'],28,3130,17,2003
2421,[' 정릉4동'],245,893,115,529
2422,[' 정릉4동'],245,893,115,529
2423,[' 정릉4동'],1005,1784,623,1326
2424,[' 정릉4동'],1005,1784,623,1326
2425,"[' 정릉4동', ' 정릉동']",2223,3295,960,2357
2426,[' 정릉2동'],2223,3295,960,2357
2427,[' 정릉2동'],2223,3295,960,2357
2428,[' 정릉2동'],1716,3337,694,2157
2429,[' 정릉2동'],1716,3337,694,2157
2430,[' 길음1동'],856,3484,376,2110
2431,[' 길음2동'],856,3484,376,2110
2432,[' 길음1동'],985,2918,318,1976
2433,[' 길음2동'],985,2918,318,1976
2434,[' 삼선동'],8186,5782,4356,3282
2435,[' 삼선동'],8186,5782,4356,3282
2436,[' 삼선동'],8186,5782,4356,3282
2437,[' 삼선동'],3815,4569,2170,2603
2438,[' 삼선동'],3815,4569,2170,2603
2439,[' Bomundong'],3773,3983,2624,2179
2440,[' Bomundong'],3773,3983,2624,2179
2441,[' Bomundong'],3773,3983,2624,2179
2442,[' Bomundong'],3773,3983,2624,2179
2443,[' Bomundong'],3773,3983,2624,2179
2444,[' Bomundong'],911,1978,630,1105
2445,[' Bomundong'],911,1978,630,1105
2446,[' Bomundong'],1177,2112,576,1008
2447,[' Bomundong'],1177,2112,576,1008
2448,[' 장위3동'],213,451,68,78
2449,[' 장위3동'],326,759,279,522
2450,[' 장위3동'],280,308,82,104
2451,[' 장위3동'],279,665,175,530
2452,[' 장위3동'],258,329,137,156
2453,[' 장위3동'],258,329,137,156
2454,[' 장위3동'],258,329,137,156
2455,[' 장위3동'],258,329,137,156
2456,[' 장위3동'],269,306,176,151
2457,[' 장위3동'],269,306,176,151
2458,[' 석관동'],416,396,197,238
2459,[' 석관동'],416,396,197,238
2460,[' 석관동'],200,86,86,34
2461,[' 석관동'],103,311,60,215
2462,[' 석관동'],307,1055,151,632
2463,[' 석관동'],307,1055,151,632
2464,[' 장위1동'],148,768,63,581
2465,[' 장위1동'],148,768,63,581
2466,[' 장위2동'],251,1166,60,918
2467,[' 장위2동'],251,1166,60,918
2468,[' 장위2동'],170,986,38,778
2469,[' 장위2동'],170,986,38,778
2470,[' 장위2동'],52,130,0,1
2471,[' 석관동'],744,1226,482,672
2472,[' 석관동'],744,1226,482,672
2473,[' 석관동'],384,1271,143,764
2474,[' 석관동'],384,1271,143,764
2475,[' 석관동'],549,1829,239,1180
2476,[' 석관동'],549,1829,239,1180
2477,[' 돈암2동'],130,315,59,168
2478,[' 돈암2동'],130,315,59,168
2479,[' 돈암2동'],130,315,59,168
2480,[' 돈암2동'],130,315,59,168
2481,[' 장위3동'],428,1405,182,899
2482,[' 장위3동'],428,1405,182,899
2483,[' 장위3동'],428,1405,182,899
2484,[' 장위2동'],614,1662,213,1205
2485,[' 장위2동'],614,1662,213,1205
2486,[' 성북동'],199,356,56,252
2487,[' 성북동'],199,356,56,252
2488,[' 성북동'],107,219,33,173
2489,[' 성북동'],107,219,33,173
2490,[' 성북동'],258,325,95,265
2491,[' 성북동'],258,325,95,265
2492,['성북동'],166,263,79,199
2493,[' 성북동'],166,263,79,199
2494,[' 성북동'],405,859,199,533
2495,[' 성북동'],405,859,199,533
2496,[' 성북동'],252,755,108,526
2497,[' 성북동'],252,755,108,526
2498,[' 성북동'],365,628,182,373
2499,[' 성북동'],365,628,182,373
2500,[' 성북동'],4207,955,2831,614
2501,[' 성북동'],4207,955,2831,614
2502,[' 장위3동'],472,1002,220,534
2503,[' 장위3동'],472,1002,220,534
2504,[' 월곡2동'],0,9,0,0
2505,[' 장위3동'],147,354,73,243
2506,[' 장위3동'],147,354,73,243
2507,[' 장위3동'],147,354,73,243
2508,[' 장위3동'],147,354,73,243
2509,[' 길음1동'],772,932,478,448
2510,[' 길음1동'],772,932,478,448
2511,[' 길음2동'],2616,392,1668,245
2512,[' 송중동'],2616,392,1668,245
2513,[' 정릉1동'],288,1605,111,1104
2514,[' 정릉1동'],288,1605,111,1104
2515,[' 정릉1동'],398,2833,207,1957
2516,[' 정릉1동'],398,2833,207,1957
2517,[' 정릉2동'],332,1494,162,1080
2518,[' 정릉1동'],332,1494,162,1080
2519,[' 정릉2동'],220,40,91,26
2520,[' 정릉1동'],35,2140,16,1425
2521,[' 정릉4동'],9,339,2,190
2522,[' 정릉4동'],9,339,2,190
2523,[' 정릉4동'],86,1629,27,1036
2524,[' 정릉4동'],86,1629,27,1036
2525,[' 정릉4동'],180,1298,127,849
2526,[' 정릉4동'],180,1298,127,849
2527,[' 정릉4동'],177,302,82,167
2528,[' 정릉2동'],1271,1379,870,944
2529,[' 정릉1동'],1271,1379,870,944
2530,[' 돈암2동'],815,3562,485,2546
2531,[' 돈암2동'],815,3562,485,2546
2532,[' 동선동'],1256,1560,481,912
2533,[' 동선동'],1256,1560,481,912
2534,[' 동선동'],11892,2983,7756,1786
2535,[' 동선동'],11892,2983,7756,1786
2536,[' 동선동'],11892,2983,7756,1786
2537,[' 월곡2동'],1,0,0,0
2538,[' 제기동'],6,20,0,3
2539,[' 청량리동'],6,20,0,3
2540,[' 장위1동'],403,3262,224,2220
2541,[' 장위1동'],403,3262,224,2220
2542,"[' 장위1동', ' 장위동']",705,1965,283,1412
2543,[' 장위1동'],705,1965,283,1412
2544,[' 장위1동'],705,1965,283,1412
2545,[' 장위1동'],395,1503,215,984
2546,[' 장위1동'],395,1503,215,984
2547,[' 장위1동'],395,1503,215,984
2548,"[' 장위1동', ' 장위동']",325,1435,188,829
2549,"[' 장위2동', ' 장위동']",325,1435,188,829
2550,[' 장위1동'],325,1435,188,829
2551,[' 월곡1동'],1278,1428,475,765
2552,[' 월곡1동'],1278,1428,475,765
2553,[' 월곡1동'],193,664,133,447
2554,[' 월곡1동'],233,560,111,381
2555,[' 월곡1동'],1025,1909,653,1172
2556,[' 월곡1동'],1025,1909,653,1172
2557,[' 월곡2동'],813,804,511,490
2558,[' 월곡2동'],813,804,511,490
2559,[' 장위1동'],373,1183,179,733
2560,[' 장위2동'],373,1183,179,733
2561,[' 안암동'],421,762,293,453
2562,[' 안암동'],421,762,293,453
2563,[' 안암동'],1033,980,1253,472
2564,"['하나과학관 A동', ' 안암동']",1033,980,1253,472
2565,[' 안암동'],2298,1801,1681,1196
2566,[' 안암동'],2298,1801,1681,1196
2567,[' 안암동'],540,477,293,156
2568,[' 안암동'],879,263,730,144
2569,[' 동선동'],3197,563,1995,441
2570,[' 동선동'],3197,563,1995,441
2571,[' 동선동'],13,139,17,155
2572,[' 동선동'],13,139,17,155
2573,[' 동선동'],32,85,23,80
2574,[' 동선동'],32,85,23,80
2575,[' 안암동'],172,837,101,709
2576,[' 안암동'],172,837,101,709
2577,[' 안암동'],73,288,54,251
2578,[' 안암동'],73,288,54,251
2579,[' 안암동'],73,288,54,251
2580,[' 안암동'],73,369,57,320
2581,[' 안암동'],73,369,57,320
2582,[' 삼선동'],280,673,125,446
2583,[' 정릉2동'],225,740,141,541
2584,[' 정릉2동'],225,740,141,541
2585,[' 정릉4동'],364,183,199,125
2586,[' 정릉4동'],364,183,199,125
2587,[' 길음2동'],722,313,147,143
2588,[' 정릉4동'],40,32,13,27
2589,[' 길음2동'],5955,2363,3442,1413
2590,[' 길음2동'],5955,2363,3442,1413
2591,['신촌동'],5955,2363,3442,1413
2592,[' 신촌동'],5955,2363,3442,1413
2593,[' 정릉2동'],99,193,50,131
2594,[' 정릉2동'],99,193,50,131
2595,[' 월곡2동'],0,0,0,0
2596,[' 석관동'],8,0,0,1
2597,[' 석관동'],5,93,2,72
2598,[' 석관동'],5,93,2,72
2599,[' 정릉4동'],7,1191,5,861
2600,[' 정릉4동'],4,917,4,576
2601,[' 정릉2동'],7,222,1,268
2602,[' 정릉2동'],6,458,3,310
2603,[' 정릉2동'],7,722,5,508
2604,[' 정릉2동'],7,722,5,508
2605,[' 정릉2동'],2,164,5,85
2606,[' 정릉2동'],2,164,5,85
2607,[' 정릉2동'],201,385,80,262
2608,[' 돈암2동'],201,385,80,262
2609,[' 송중동'],201,385,80,262
2610,[' 정릉2동'],0,7,0,5
2611,[' 정릉2동'],7,1009,5,712
2612,[' 정릉2동'],140,704,90,539
2613,[' 신사동'],140,704,90,539
2614,[' 정릉2동'],28,361,15,235
2615,[' 정릉2동'],28,361,15,235
2616,[' 성북동'],61,30,20,33
2617,[' 정릉2동'],3,556,4,387
2618,[' 정릉4동'],3,276,4,214
2619,[' 정릉4동'],555,1027,108,490
2620,[' 정릉4동'],555,1027,108,490
2621,[' 정릉1동'],190,1404,120,970
2622,[' 정릉2동'],190,1404,120,970
2623,[' 정릉3동'],0,43,3,64
2624,[' 정릉3동'],9,9,4,1
2625,[' 정릉3동'],40,64,16,63
2626,[' 정릉3동'],40,64,16,63
2627,[' 월곡2동'],0,11,0,6
2628,[' 정릉1동'],912,3274,455,2267
2629,[' 월곡1동'],93,192,40,68
2630,[' 월곡1동'],70,427,44,276
2631,"['105동', ' 월곡1동']",135,377,123,250
2632,[' 석관동'],529,642,391,355
2633,[' 성북동'],135,248,92,76
2634,[' 장위1동'],95,117,41,83
2635,[' 정릉4동'],351,242,159,36
2636,[' 정릉4동'],3588,1093,2378,796
2637,[' 종암동'],46,67,14,20
2638,[' 종암동'],11,1,10,0
2639,[' 종암동'],4,3,0,7
2640,[' 돈암2동'],24,204,10,132
2641,[' 돈암2동'],24,204,10,132
2642,[' 종암동'],16,271,23,266
2643,[' 번3동'],57,6,55,3
2644,[' 장위1동'],23,428,7,279
2645,"['106동', ' 월곡1동']",11,249,8,224
2646,[' 길음1동'],43,844,20,500
2647,[' 정릉4동'],51,271,35,240
2648,[' 정릉3동'],6,67,0,21
2649,[' 삼선동'],1341,468,1039,437
2650,[' 삼선동'],58,137,24,57
2651,[' 삼선동'],197,604,133,368
2652,"['107동', ' 돈암2동']",20,303,9,177
2653,"['113동', ' 돈암2동']",20,303,9,177
2654,[' 창신3동'],126,1023,19,722
2655,[' 창신3동'],126,1023,19,722
2656,[' 돈암2동'],114,31,52,18
2657,[' 종암동'],29,37,17,25
2658,[' 종암동'],29,37,17,25
2659,[' 종암동'],105,5,39,2
2660,[' 종암동'],24,373,4,276
2661,[' 종암동'],24,373,4,276
2662,[' 장위1동'],26,373,19,279
2663,[' 성북동'],26,373,19,279
2664,[' 장위1동'],26,373,19,279
2665,"['106동', ' 월곡1동']",2,2,0,0
2666,[' 길음1동'],256,2,89,0
2667,[' 정릉4동'],16,3,13,0
2668,[' 정릉2동'],46,6,12,1
2669,[' 정릉2동'],46,6,12,1
2670,[' 삼선동'],24,552,5,337
2671,[' 삼선동'],24,552,5,337
2672,[' 삼선동'],3,31,0,28
2673,[' 삼선동'],3,31,0,28
2674,[' 돈암2동'],19,117,7,86
2675,[' 돈암2동'],19,117,7,86
2676,[' 돈암2동'],77,728,20,448
2677,[' 돈암2동'],77,728,20,448
2678,[' 종암동'],38,70,56,29
2679,[' 종암동'],38,70,56,29
2680,[' 종암동'],72,8,51,1
2681,"['213동', ' 종암동']",1,1,1,0
2682,"[' 장위1동', ' 장위동']",194,382,114,211
2683,[' 장위1동'],194,382,114,211
2684,[' 월곡1동'],4,4,3,0
2685,[' 길음1동'],170,4,97,1
2686,[' 정릉2동'],1,4,0,0
2687,[' 정릉2동'],1,4,0,0
2688,[' 동선동'],333,56,215,27
2689,"['107동', ' 삼선동']",24,16,8,9
2690,[' 삼선동'],3,39,4,37
2691,[' 삼선동'],3,39,4,37
2692,[' 동선동'],8,33,5,7
2693,[' 종암동'],4,92,3,57
2694,[' 종암동'],4,92,3,57
2695,[' 제기동'],72,87,45,42
2696,[' 제기동'],72,87,45,42
2697,"['213동', ' 종암동']",50,335,53,251
2698,"['213동', ' 종암동']",50,335,53,251
2699,[' 장위2동'],12,153,8,121
2700,[' 장위2동'],12,153,8,121
2701,[' 월곡1동'],0,0,0,0
2702,[' 길음1동'],234,1128,95,713
2703,[' 길음1동'],234,1128,95,713
2704,[' 정릉3동'],9,32,39,25
2705,[' 정릉3동'],9,32,39,25
2706,['정릉2동'],0,41,0,2
2707,[' 정릉2동'],0,41,0,2
2708,[' 동선동'],135,460,116,331
2709,[' 동선동'],135,460,116,331
2710,[' 종암동'],25,167,3,73
2711,[' 종암동'],25,167,3,73
2712,[' 안암동'],18,181,4,127
2713,[' 안암동'],18,181,4,127
2714,"['216동', ' 종암동']",34,252,25,215
2715,"['216동', ' 종암동']",34,252,25,215
2716,[' 월곡2동'],5,3,2,2
2717,[' 길음1동'],74,4,39,3
2718,[' 정릉4동'],280,1283,146,797
2719,[' 정릉4동'],280,1283,146,797
2720,[' 삼성동'],280,1283,146,797
2721,[' 삼성동'],280,1283,146,797
2722,[' 정릉2동'],0,44,0,12
2723,[' 정릉2동'],0,44,0,12
2724,[' 삼선동'],96,35,59,14
2725,[' 종암동'],8,88,5,65
2726,[' 종암동'],8,88,5,65
2727,[' 안암동'],43,527,13,303
2728,[' 안암동'],43,527,13,303
2729,[' 종암동'],13,253,6,169
2730,[' 종암동'],13,253,6,169
2731,[' 갈현1동'],13,253,6,169
2732,[' 갈현1동'],13,253,6,169
2733,[' 장위2동'],42,220,33,172
2734,[' 장위2동'],42,220,33,172
2735,['월곡1동'],2,0,0,0
2736,[' 길음1동'],17,8,7,3
2737,[' 길음1동'],72,30,33,6
2738,[' 정릉2동'],4,61,0,10
2739,['삼선동'],173,196,83,124
2740,[' 삼선동'],12,66,14,26
2741,[' 동선동'],45,279,18,141
2742,[' 종암동'],46,76,45,60
2743,[' 종암동'],46,76,45,60
2744,[' 안암동'],74,38,0,14
2745,[' 안암동'],74,38,0,14
2746,[' 종암동'],32,171,26,128
2747,[' 종암동'],32,171,26,128
2748,"[' 장위2동', ' 장위동']",247,260,110,227
2749,"[' 장위2동', ' 장위동']",247,260,110,227
2750,[' 월곡2동'],39,5,18,0
2751,[' 길음1동'],984,210,452,88
2752,[' 길음1동'],984,210,452,88
2753,[' 돈암1동'],1073,203,852,134
2754,"['103동', ' 돈암2동']",139,1458,53,995
2755,"['103동', ' 돈암2동']",139,1458,53,995
2756,[' 돈암1동'],5,37,0,22
2757,[' 돈암1동'],5,37,0,22
2758,[' 종암동'],36,11,21,3
2759,"['202동', ' 종암동']",36,11,21,3
2760,[' 장위2동'],222,191,168,125
2761,[' 장위2동'],222,191,168,125
2762,[' 월곡2동'],174,198,63,90
2763,[' 월곡2동'],174,198,63,90
2764,[' 길음2동'],45,5,18,0
2765,[' 길음1동'],5532,679,3465,300
2766,[' 길음1동'],5532,679,3465,300
2767,[' 정릉3동'],2,7,1,2
2768,"['하나과학관 A동', ' 안암동']",57,197,116,61
2769,[' 성북동'],36,276,7,133
2770,"['102동', ' 돈암2동']",31,891,28,589
2771,"['103동', ' 돈암2동']",31,891,28,589
2772,[' 돈암2동'],14,1014,1,609
2773,[' 동선동'],32,341,11,158
2774,[' 동선동'],32,341,11,158
2775,[' 종암동'],791,65,537,41
2776,[' 장위2동'],54,141,27,107
2777,[' 장위3동'],54,141,27,107
2778,[' 길음2동'],5,8,4,5
2779,[' 제기동'],117,192,207,128
2780,[' 제기동'],117,192,207,128
2781,[' 돈암1동'],5,40,2,15
2782,"[' 장위3동', ' 장위동']",33,174,33,96
2783,"[' 장위3동', ' 장위동']",33,174,33,96
2784,[' 월곡2동'],37,216,34,127
2785,[' 길음2동'],59,52,27,21
2786,[' 길음1동'],177,21,102,19
2787,[' 월곡2동'],17,60,15,53
2788,[' 월곡2동'],17,60,15,53
2789,[' 정릉3동'],1,2,1,1
2790,[' 성북동'],210,303,128,150
2791,[' 번3동'],97,403,47,267
2792,[' 돈암1동'],49,96,27,37
2793,[' 돈암1동'],49,96,27,37
2794,[' 장위3동'],30,42,17,22
2795,[' 장위3동'],30,42,17,22
2796,[' 장위3동'],162,470,97,236
2797,[' 장위3동'],162,470,97,236
2798,[' 송천동'],9142,979,6580,474
2799,[' 송중동'],9142,979,6580,474
2800,[' 정릉3동'],17,136,4,74
2801,[' 정릉3동'],17,136,4,74
2802,[' 안암동'],11,147,18,112
2803,[' 삼선동'],796,64,606,65
2804,[' 삼선동'],165,50,96,15
2805,[' 종암동'],4,290,4,213
2806,[' 종암동'],4,290,4,213
2807,[' 정릉1동'],124,1025,59,566
2808,[' 정릉1동'],124,1025,59,566
2809,[' 개봉2동'],124,1025,59,566
2810,[' 천호2동'],124,1025,59,566
2811,[' 천호2동'],124,1025,59,566
2812,[' 길음1동'],43,125,13,58
2813,[' 정릉3동'],40,89,13,80
2814,[' 정릉3동'],40,89,13,80
2815,[' 성북동'],34,155,30,82
2816,[' 성북동'],34,155,30,82
2817,[' 삼선동'],506,44,239,12
2818,[' 삼선동'],55,53,34,21
2819,[' 종암동'],11,176,5,124
2820,[' 종암동'],11,176,5,124
2821,[' 정릉1동'],10,17,3,7
2822,[' 길음1동'],73,420,22,277
2823,[' 정릉4동'],1,53,2,32
2824,[' 성북동'],5,158,6,122
2825,[' 성북동'],5,158,6,122
2826,[' 삼선동'],35,11,32,8
2827,[' 삼선동'],61,158,54,85
2828,"['107동', ' 삼선동']",61,158,54,85
2829,"['107동', ' 삼선동']",61,158,54,85
2830,[' 종암동'],3,17,4,3
2831,[' 종암동'],3,17,4,3
2832,[' 종암동'],3,17,4,3
2833,[' 정릉1동'],18,133,3,65
2834,[' 정릉1동'],18,133,3,65
2835,[' 길음2동'],42,8,10,1
2836,[' 길음1동'],90,1013,14,638
2837,[' 성북동'],1,104,2,70
2838,[' 삼선동'],33,84,18,70
2839,[' 종암동'],55,102,26,67
2840,[' 종암동'],55,102,26,67
2841,[' 길음1동'],53,737,53,435
2842,[' 장위1동'],24,246,9,194
2843,[' 삼선동'],6,189,3,113
2844,[' 삼선동'],96,98,52,46
2845,[' 장위1동'],167,354,92,259
2846,[' 장위3동'],167,354,92,259
2847,[' 장위3동'],167,354,92,259
2848,[' 돈암2동'],2,256,2,141
2849,[' 정릉4동'],229,5,54,1
2850,[' 성북동'],33,235,9,131
2851,[' 방배동'],33,235,9,131
2852,[' 돈암1동'],38,38,8,16
2853,[' 성북동'],1,45,0,29
2854,[' 성북동'],1,45,0,29
2855,['종암동'],21,4,4,2
2856,[' 길음1동'],4,2072,4,1265
2857,[' 성북동'],31,131,4,57
2858,[' 성북동'],31,131,4,57
2859,[' 성북동'],17,645,10,94
2860,[' 홍은2동'],17,645,10,94
2861,[' 홍은동'],17,645,10,94
2862,[' 홍은2동'],17,645,10,94
2863,[' 성북동'],7,34,4,21
2864,[' 성북동'],7,34,4,21
2865,[' 성북동'],1,38,1,25
2866,[' 성북동'],1,38,1,25
2867,[' 성북동'],265,25,181,14
2868,[' 성북동'],1,57,0,28
2869,[' 성북동'],1,57,0,28
2870,[' 장위3동'],16,303,19,228
2871,[' 길음1동'],14,1773,6,990
2872,[' 성북동'],80,57,18,29
2873,[' 성북동'],80,57,18,29
2874,[' 성북동'],611,44,278,14
2875,[' 정릉2동'],17,162,16,82
2876,[' 정릉2동'],17,162,16,82
2877,[' 정릉2동'],97,105,49,63
2878,[' 정릉2동'],97,105,49,63
2879,[' 정릉2동'],2,156,0,119
2880,[' 정릉2동'],40,370,18,248
2881,[' 정릉2동'],7,0,11,0
2882,[' 돈암2동'],34,433,9,328
2883,[' 돈암2동'],34,433,9,328
2884,[' 길음2동'],104,14,87,8
2885,[' 성북동'],0,1,1,0
2886,[' 성북동'],0,1,1,0
2887,[' 성북동'],0,0,0,0
2888,[' 성북동'],4031,239,2823,115
2889,[' 길음2동'],351,37,118,31
2890,[' 월곡1동'],51,32,36,31
2891,[' 장위3동'],7,38,1,44
2892,[' 월곡2동'],92,146,55,130
2893,[' 정릉4동'],52,22,7,27
2894,[' 장위3동'],0,79,0,49
2895,[' 월곡2동'],912,192,652,139
2896,[' 정릉3동'],13,385,8,275
2897,[' 구산동'],13,385,8,275
2898,[' 구산동'],13,385,8,275
2899,['돈암2동'],0,431,0,287
2900,[' 종암동'],6,225,5,135
2901,[' 정릉1동'],6,294,0,125
2902,"[' 월곡2동', ' 상월곡동']",59,318,33,212
2903,[' 정릉3동'],0,27,2,7
2904,"[' 월곡2동', ' 상월곡동']",149,179,99,97
2905,[' 월곡2동'],46,282,4,218
2906,[' 삼선동'],125,53,50,24
2907,[' 월곡2동'],5,191,3,102
2908,[' 월곡2동'],1,0,1,0
2909,[' Bomundong'],339,62,127,27
2910,['돈암2동'],1,631,2,428
2911,[' 장위1동'],5,364,2,238
2912,[' 삼선동'],4,99,1,72
2913,[' 장위1동'],7,309,1,191
2914,[' 월곡2동'],0,0,0,0
2915,[' 삼선동'],1,172,1,68
2916,[' 장위1동'],1,118,0,124
2917,"['106동', ' 돈암2동']",0,229,0,182
2918,"['304동', ' 월곡1동']",2,0,0,0
2919,[' 장위1동'],2,229,2,165
2920,[' 장위1동'],1,264,1,194
2921,[' 종암동'],12,174,0,65
2922,"['213동', ' 종암동']",45,214,15,151
2923,"['108동', ' 돈암2동']",49,605,15,397
2924,['돈암2동'],49,605,15,397
2925,['돈암2동'],20,1191,12,897
2926,['돈암2동'],72,624,50,530
2927,['돈암2동'],72,624,50,530
2928,['돈암2동'],4,1434,3,1134
2929,"['204동', ' 돈암2동']",132,0,65,0
2930,['돈암2동'],175,6,57,0
2931,[' 수유동'],4259,4808,2631,3148
2932,[' 번동'],4259,4808,2631,3148
2933,[' 수유동'],4259,4808,2631,3148
2934,[' 번동'],4259,4808,2631,3148
2935,[' 수유동'],15728,2617,10182,1273
2936,[' 수유3동'],15728,2617,10182,1273
2937,[' 번동'],15728,2617,10182,1273
2938,[' 번동'],15728,2617,10182,1273
2939,[' 번동'],22205,13346,15347,9286
2940,[' 수유동'],22205,13346,15347,9286
2941,[' 수유동'],22205,13346,15347,9286
2942,[' 번동'],22205,13346,15347,9286
2943,[' 미아동'],5485,6841,2955,4703
2944,[' 미아동'],5485,6841,2955,4703
2945,[' 미아동'],5765,6513,2853,4504
2946,[' 송천동'],5765,6513,2853,4504
2947,[' 송중동'],2668,6150,1361,4131
